employeeId,date,LeaveKey
1153,1/5/2015,1
1197,1/5/2015,1
327,1/5/2015,1
1452,1/5/2015,1
2198,1/5/2015,1
743,1/5/2015,1
842,1/5/2015,1
244,1/5/2015,1
1166,1/5/2015,1
1404,1/5/2015,1
724,1/5/2015,1
1284,1/5/2015,2
1966,1/5/2015,1
1043,1/5/2015,1
877,1/5/2015,2
276,1/5/2015,1
985,1/5/2015,1
1090,1/5/2015,2
891,1/5/2015,2
1233,1/5/2015,1
2025,1/5/2015,1
1061,1/5/2015,1
959,1/5/2015,1
103,1/5/2015,1
1068,1/5/2015,1
1129,1/5/2015,1
609,1/5/2015,2
1150,1/5/2015,1
1689,1/5/2015,1
1075,1/5/2015,1
206,1/5/2015,2
146,1/5/2015,1
817,1/5/2015,1
915,1/5/2015,2
241,1/5/2015,2
1018,1/5/2015,2
1698,1/5/2015,1
1325,1/5/2015,2
74,1/5/2015,2
380,1/5/2015,1
932,1/5/2015,2
929,1/5/2015,1
1223,1/5/2015,1
1033,1/5/2015,2
698,1/5/2015,2
426,1/5/2015,2
1330,1/5/2015,1
367,1/5/2015,1
532,1/5/2015,1
93,1/5/2015,1
1196,1/5/2015,2
416,1/5/2015,1
415,1/5/2015,1
208,1/5/2015,1
1098,1/5/2015,2
516,1/5/2015,1
1155,1/5/2015,1
157,1/5/2015,1
1096,1/5/2015,1
533,1/5/2015,1
898,1/5/2015,2
75,1/5/2015,1
798,1/5/2015,2
350,1/5/2015,2
562,1/5/2015,2
282,1/5/2015,2
351,1/5/2015,1
48,1/5/2015,1
362,1/5/2015,1
162,1/5/2015,1
187,1/5/2015,2
196,1/5/2015,1
253,1/5/2015,2
94,1/5/2015,1
18,1/6/2015,1
338,1/6/2015,1
546,1/6/2015,2
49,1/6/2015,1
190,1/6/2015,2
23,1/6/2015,1
314,1/6/2015,1
121,1/6/2015,1
168,1/6/2015,1
95,1/6/2015,1
78,1/6/2015,2
183,1/6/2015,2
490,1/6/2015,1
205,1/6/2015,1
350,1/6/2015,2
162,1/6/2015,1
722,1/6/2015,1
2,1/6/2015,1
67,1/6/2015,1
347,1/6/2015,1
640,1/6/2015,1
173,1/6/2015,1
533,1/6/2015,1
319,1/6/2015,1
697,1/6/2015,1
477,1/6/2015,2
739,1/6/2015,1
900,1/6/2015,2
693,1/6/2015,2
291,1/6/2015,1
650,1/6/2015,1
328,1/6/2015,1
704,1/6/2015,1
420,1/6/2015,2
973,1/6/2015,1
815,1/6/2015,1
1075,1/6/2015,2
524,1/6/2015,2
733,1/6/2015,1
487,1/6/2015,2
847,1/6/2015,1
445,1/6/2015,2
1080,1/6/2015,2
866,1/6/2015,2
757,1/6/2015,1
573,1/6/2015,1
1086,1/6/2015,1
694,1/6/2015,1
886,1/6/2015,2
795,1/6/2015,2
1705,1/6/2015,1
1083,1/6/2015,2
726,1/6/2015,1
927,1/6/2015,2
1101,1/6/2015,2
830,1/6/2015,2
1097,1/6/2015,2
1163,1/6/2015,2
2250,1/6/2015,1
1853,1/6/2015,1
790,1/6/2015,1
924,1/6/2015,1
750,1/6/2015,2
730,1/6/2015,1
1029,1/6/2015,1
1238,1/6/2015,2
2745,1/6/2015,1
1855,1/6/2015,1
808,1/6/2015,1
774,1/6/2015,1
882,1/6/2015,2
794,1/6/2015,1
990,1/6/2015,2
1299,1/6/2015,2
2775,1/6/2015,1
1619,1/6/2015,2
857,1/6/2015,2
1077,1/6/2015,1
901,1/6/2015,1
1064,1/6/2015,1
1347,1/6/2015,1
1749,1/6/2015,2
2650,1/6/2015,1
1970,1/6/2015,1
1579,1/6/2015,1
1192,1/6/2015,2
1167,1/6/2015,1
1391,1/6/2015,1
1354,1/6/2015,2
1692,1/6/2015,1
3152,1/6/2015,1
1904,1/6/2015,2
1543,1/6/2015,1
1395,1/6/2015,1
1386,1/6/2015,2
1198,1/6/2015,1
1197,1/6/2015,1
1706,1/6/2015,1
3079,1/6/2015,1
2087,1/6/2015,1
1761,1/6/2015,1
1713,1/6/2015,1
1852,1/6/2015,2
1257,1/6/2015,2
1279,1/6/2015,2
1638,1/6/2015,1
2877,1/6/2015,1
2255,1/6/2015,1
1830,1/6/2015,1
1627,1/6/2015,1
1535,1/6/2015,2
1632,1/6/2015,2
1783,1/6/2015,1
1481,1/6/2015,1
4188,1/6/2015,1
2557,1/6/2015,2
1912,1/6/2015,1
1428,1/6/2015,2
1520,1/6/2015,2
1600,1/6/2015,1
1672,1/6/2015,1
1974,1/6/2015,1
2105,1/6/2015,1
2570,1/6/2015,1
2012,1/6/2015,1
2078,1/6/2015,1
2139,1/6/2015,1
1489,1/6/2015,2
1990,1/6/2015,1
2367,1/6/2015,1
2488,1/6/2015,1
2389,1/6/2015,2
2080,1/6/2015,2
2414,1/6/2015,1
2622,1/6/2015,1
1464,1/6/2015,1
2619,1/6/2015,2
2235,1/6/2015,1
2854,1/6/2015,2
2670,1/6/2015,2
2112,1/6/2015,1
2496,1/6/2015,1
2839,1/6/2015,2
1755,1/6/2015,2
2601,1/6/2015,1
2299,1/6/2015,1
3105,1/6/2015,2
3138,1/6/2015,1
2244,1/6/2015,1
2749,1/6/2015,1
2973,1/6/2015,1
1923,1/6/2015,1
2519,1/6/2015,2
2842,1/6/2015,1
3643,1/6/2015,1
3172,1/6/2015,1
2529,1/6/2015,1
2631,1/6/2015,1
4075,1/6/2015,1
2259,1/6/2015,2
2894,1/6/2015,1
3303,1/6/2015,1
4126,1/6/2015,1
3725,1/6/2015,1
2565,1/6/2015,1
2695,1/6/2015,1
4277,1/6/2015,1
2393,1/6/2015,1
2719,1/6/2015,1
3321,1/6/2015,1
3824,1/6/2015,2
3774,1/6/2015,1
3434,1/6/2015,1
2864,1/6/2015,1
3843,1/6/2015,2
2434,1/6/2015,2
3337,1/6/2015,2
3635,1/6/2015,1
3690,1/6/2015,2
3857,1/6/2015,1
2947,1/6/2015,1
2796,1/6/2015,2
3707,1/6/2015,1
2527,1/6/2015,1
3187,1/6/2015,2
3396,1/6/2015,1
3743,1/6/2015,1
4142,1/6/2015,1
3048,1/6/2015,1
3231,1/6/2015,2
3758,1/6/2015,1
2591,1/6/2015,1
3419,1/6/2015,2
3989,1/6/2015,1
3715,1/6/2015,1
4227,1/6/2015,1
3619,1/6/2015,2
3332,1/6/2015,1
4283,1/6/2015,1
2827,1/6/2015,2
3537,1/6/2015,1
3903,1/6/2015,2
3933,1/6/2015,1
4378,1/6/2015,1
4355,1/6/2015,1
3599,1/6/2015,1
2693,1/6/2015,1
4257,1/6/2015,1
4299,1/6/2015,2
4149,1/6/2015,2
2968,1/6/2015,1
4153,1/6/2015,1
3227,1/6/2015,1
4086,1/6/2015,1
3363,1/6/2015,2
3885,1/6/2015,1
3463,1/6/2015,2
3849,1/6/2015,1
3495,1/6/2015,1
3681,1/6/2015,1
4095,1/6/2015,2
3717,1/6/2015,2
3970,1/6/2015,1
4040,1/6/2015,1
3563,1/6/2015,1
3697,1/6/2015,1
3863,1/6/2015,1
3727,1/6/2015,1
4090,1/7/2015,1
4239,1/7/2015,1
4002,1/7/2015,1
4225,1/7/2015,1
3858,1/7/2015,2
4185,1/7/2015,1
4280,1/7/2015,1
3729,1/7/2015,1
3990,1/7/2015,1
4157,1/7/2015,2
4234,1/7/2015,1
4325,1/7/2015,1
3907,1/7/2015,1
4218,1/7/2015,1
3937,1/7/2015,1
3738,1/7/2015,2
3747,1/7/2015,1
4128,1/7/2015,1
4169,1/7/2015,1
3891,1/7/2015,1
4228,1/7/2015,1
3582,1/7/2015,1
3755,1/7/2015,1
3636,1/7/2015,2
3588,1/7/2015,1
4107,1/7/2015,1
3716,1/7/2015,1
3808,1/7/2015,1
3422,1/7/2015,1
3249,1/7/2015,1
3555,1/7/2015,2
4095,1/7/2015,1
2811,1/7/2015,2
3635,1/7/2015,2
3601,1/7/2015,1
3940,1/7/2015,1
3039,1/7/2015,1
3264,1/7/2015,1
3605,1/7/2015,1
4206,1/7/2015,1
2920,1/7/2015,1
3689,1/7/2015,2
2998,1/7/2015,2
3123,1/7/2015,1
2956,1/7/2015,1
3267,1/7/2015,2
3612,1/7/2015,1
3427,1/7/2015,2
3020,1/7/2015,1
3142,1/7/2015,1
2929,1/7/2015,1
3306,1/7/2015,1
2722,1/7/2015,1
3032,1/7/2015,1
3437,1/7/2015,1
3161,1/7/2015,2
3043,1/7/2015,2
2417,1/7/2015,1
2965,1/7/2015,2
2621,1/7/2015,2
2790,1/7/2015,1
2613,1/7/2015,1
3480,1/7/2015,1
3004,1/7/2015,2
3245,1/7/2015,1
2367,1/7/2015,1
2866,1/7/2015,2
2957,1/7/2015,2
2322,1/7/2015,2
2696,1/7/2015,1
3194,1/7/2015,1
4304,1/7/2015,1
3284,1/7/2015,1
2524,1/7/2015,1
3233,1/7/2015,2
2889,1/7/2015,1
1520,1/7/2015,1
2281,1/7/2015,1
3087,1/7/2015,1
4265,1/7/2015,1
3320,1/7/2015,1
2424,1/7/2015,2
3266,1/7/2015,1
2436,1/7/2015,2
1535,1/7/2015,1
1260,1/7/2015,2
3319,1/7/2015,1
4365,1/7/2015,1
4315,1/7/2015,1
2449,1/7/2015,1
2262,1/7/2015,1
2306,1/7/2015,1
1603,1/7/2015,2
1128,1/7/2015,2
2783,1/7/2015,1
2659,1/7/2015,1
2777,1/7/2015,1
2549,1/7/2015,2
2362,1/7/2015,2
2270,1/7/2015,2
1669,1/7/2015,2
874,1/7/2015,1
2869,1/7/2015,1
2661,1/7/2015,1
2784,1/7/2015,1
1588,1/7/2015,2
2398,1/7/2015,2
2170,1/7/2015,2
1401,1/7/2015,1
841,1/7/2015,1
2876,1/7/2015,1
2702,1/7/2015,1
2484,1/7/2015,1
1774,1/7/2015,2
1912,1/7/2015,1
2055,1/7/2015,2
1367,1/7/2015,1
942,1/7/2015,2
2951,1/7/2015,1
2795,1/7/2015,1
1639,1/7/2015,1
1449,1/7/2015,1
840,1/7/2015,1
2070,1/7/2015,1
1335,1/7/2015,1
659,1/7/2015,1
2969,1/7/2015,2
2591,1/7/2015,1
1673,1/7/2015,1
1431,1/7/2015,1
907,1/7/2015,1
1617,1/7/2015,1
1501,1/7/2015,2
259,1/7/2015,1
2476,1/7/2015,2
2534,1/7/2015,2
1550,1/7/2015,1
1045,1/7/2015,1
1108,1/7/2015,2
1734,1/7/2015,1
1216,1/7/2015,1
155,1/7/2015,1
2351,1/7/2015,2
2393,1/7/2015,1
1984,1/7/2015,2
395,1/7/2015,1
590,1/7/2015,1
1102,1/7/2015,1
1252,1/7/2015,1
527,1/7/2015,2
2383,1/7/2015,2
2302,1/7/2015,2
1916,1/7/2015,1
577,1/7/2015,2
426,1/7/2015,2
1270,1/7/2015,2
1284,1/7/2015,2
2232,1/7/2015,1
1926,1/7/2015,2
1285,1/7/2015,2
739,1/7/2015,1
2132,1/7/2015,1
225,1/7/2015,1
113,1/7/2015,2
1303,1/7/2015,1
1864,1/7/2015,2
2140,1/7/2015,1
13,1/7/2015,1
839,1/7/2015,1
1757,1/7/2015,1
157,1/7/2015,1
2023,1/7/2015,2
850,1/7/2015,1
1455,1/7/2015,1
2115,1/7/2015,1
1366,1/7/2015,1
1171,1/7/2015,2
1157,1/7/2015,2
1665,1/7/2015,1
764,1/7/2015,1
1067,1/7/2015,1
719,1/7/2015,1
1865,1/7/2015,1
898,1/7/2015,1
1346,1/7/2015,1
923,1/7/2015,1
1872,1/7/2015,1
953,1/7/2015,2
599,1/7/2015,2
296,1/7/2015,2
1797,1/7/2015,1
253,1/7/2015,2
378,1/7/2015,2
1354,1/7/2015,1
648,1/7/2015,1
1429,1/7/2015,1
433,1/7/2015,1
1004,1/7/2015,1
297,1/7/2015,1
1140,1/7/2015,1
182,1/7/2015,1
1122,1/7/2015,1
697,1/7/2015,1
479,1/7/2015,2
536,1/7/2015,1
193,1/7/2015,1
36,1/7/2015,1
311,1/7/2015,1
393,1/7/2015,2
23,1/8/2015,2
437,1/8/2015,1
349,1/8/2015,1
339,1/8/2015,1
602,1/8/2015,1
699,1/8/2015,2
485,1/8/2015,1
111,1/8/2015,1
41,1/8/2015,1
237,1/8/2015,1
217,1/8/2015,1
457,1/8/2015,2
445,1/8/2015,1
684,1/8/2015,1
1098,1/8/2015,1
143,1/8/2015,1
224,1/8/2015,2
1341,1/8/2015,2
768,1/8/2015,2
489,1/8/2015,1
438,1/8/2015,1
1050,1/8/2015,1
1030,1/8/2015,1
154,1/8/2015,1
659,1/8/2015,1
1339,1/8/2015,1
1519,1/8/2015,2
593,1/8/2015,1
77,1/8/2015,1
1086,1/8/2015,2
1391,1/8/2015,1
486,1/8/2015,1
341,1/8/2015,2
1305,1/8/2015,1
1504,1/8/2015,1
676,1/8/2015,1
327,1/8/2015,1
850,1/8/2015,1
1262,1/8/2015,1
511,1/8/2015,2
359,1/8/2015,2
1146,1/8/2015,1
1485,1/8/2015,2
1111,1/8/2015,1
245,1/8/2015,1
750,1/8/2015,2
1489,1/8/2015,1
736,1/8/2015,1
473,1/8/2015,1
848,1/8/2015,2
1100,1/8/2015,2
1326,1/8/2015,1
1031,1/8/2015,1
882,1/8/2015,2
1421,1/8/2015,2
629,1/8/2015,1
991,1/8/2015,1
778,1/8/2015,1
1168,1/8/2015,1
1358,1/8/2015,1
920,1/8/2015,1
1218,1/8/2015,1
1430,1/8/2015,1
604,1/8/2015,2
1024,1/8/2015,1
978,1/8/2015,2
1017,1/8/2015,1
1361,1/8/2015,1
931,1/8/2015,1
1184,1/8/2015,2
1755,1/8/2015,1
1097,1/8/2015,2
710,1/8/2015,1
1807,1/8/2015,2
885,1/8/2015,1
1275,1/8/2015,2
981,1/8/2015,2
1420,1/8/2015,1
1832,1/8/2015,2
1429,1/8/2015,1
1241,1/8/2015,1
2014,1/8/2015,1
902,1/8/2015,1
1008,1/8/2015,1
738,1/8/2015,1
1537,1/8/2015,1
1891,1/8/2015,2
1347,1/8/2015,1
1392,1/8/2015,1
2484,1/8/2015,2
1687,1/8/2015,1
858,1/8/2015,1
845,1/8/2015,1
1584,1/8/2015,1
1923,1/8/2015,1
1379,1/8/2015,2
2231,1/8/2015,1
2518,1/8/2015,1
1885,1/8/2015,1
708,1/8/2015,1
895,1/8/2015,1
1803,1/8/2015,1
1898,1/8/2015,2
1229,1/8/2015,1
2578,1/8/2015,1
2618,1/8/2015,2
1887,1/8/2015,2
1930,1/8/2015,1
906,1/8/2015,1
2071,1/8/2015,2
2266,1/8/2015,2
1665,1/8/2015,1
2963,1/8/2015,2
2275,1/8/2015,1
1838,1/8/2015,1
2062,1/8/2015,1
1406,1/8/2015,1
1871,1/8/2015,1
2536,1/8/2015,1
1590,1/8/2015,1
2932,1/8/2015,1
2282,1/8/2015,2
1968,1/8/2015,1
1762,1/8/2015,1
1163,1/8/2015,1
2337,1/8/2015,2
2661,1/8/2015,1
1922,1/8/2015,1
2882,1/8/2015,1
2143,1/8/2015,1
2153,1/8/2015,2
1543,1/8/2015,2
1799,1/8/2015,2
2488,1/8/2015,2
2668,1/8/2015,1
2333,1/8/2015,1
2027,1/8/2015,1
4322,1/8/2015,1
2136,1/8/2015,1
1612,1/8/2015,2
2056,1/8/2015,1
2473,1/8/2015,1
4297,1/8/2015,2
2426,1/8/2015,1
1860,1/8/2015,1
4256,1/8/2015,2
2306,1/8/2015,1
1475,1/8/2015,2
2317,1/8/2015,1
2505,1/8/2015,1
3029,1/8/2015,1
2444,1/8/2015,2
1995,1/8/2015,1
4388,1/8/2015,1
2387,1/8/2015,2
2312,1/8/2015,2
2692,1/8/2015,1
2471,1/8/2015,2
3161,1/8/2015,1
2583,1/8/2015,2
2999,1/8/2015,1
3554,1/8/2015,1
2540,1/8/2015,2
2347,1/8/2015,2
3128,1/8/2015,1
2571,1/8/2015,1
3159,1/8/2015,1
2694,1/8/2015,1
3231,1/8/2015,1
3511,1/8/2015,1
2821,1/8/2015,1
2161,1/8/2015,1
3135,1/8/2015,1
2603,1/8/2015,1
2934,1/8/2015,1
3355,1/8/2015,1
3181,1/8/2015,1
3477,1/8/2015,1
2957,1/8/2015,1
2129,1/8/2015,2
3328,1/8/2015,2
2954,1/8/2015,1
2968,1/8/2015,2
3137,1/8/2015,1
4335,1/8/2015,1
3586,1/8/2015,1
2955,1/8/2015,1
2144,1/8/2015,1
3978,1/8/2015,1
3041,1/8/2015,2
2900,1/8/2015,1
3587,1/8/2015,1
3717,1/8/2015,1
3713,1/8/2015,2
3910,1/8/2015,1
2497,1/8/2015,2
3803,1/8/2015,1
2990,1/8/2015,1
2859,1/8/2015,1
3619,1/8/2015,1
3667,1/8/2015,1
3986,1/8/2015,2
3857,1/8/2015,1
2665,1/8/2015,2
4346,1/8/2015,2
3005,1/8/2015,2
3495,1/8/2015,2
4055,1/8/2015,2
3950,1/8/2015,1
4190,1/8/2015,2
4295,1/8/2015,1
2630,1/8/2015,1
4017,1/8/2015,2
3124,1/8/2015,2
3268,1/8/2015,1
4173,1/8/2015,1
4308,1/8/2015,1
3641,1/8/2015,1
3270,1/8/2015,1
3247,1/8/2015,1
4242,1/8/2015,2
4211,1/8/2015,1
4204,1/8/2015,1
3447,1/8/2015,1
4208,1/8/2015,1
4241,1/8/2015,1
4163,1/8/2015,2
2929,1/8/2015,2
4210,1/8/2015,1
4209,1/8/2015,2
3572,1/8/2015,2
2997,1/8/2015,1
4092,1/8/2015,1
3684,1/8/2015,1
4109,1/8/2015,2
3798,1/8/2015,2
4026,1/8/2015,1
3748,1/8/2015,1
3690,1/8/2015,1
4269,1/8/2015,1
4316,1/8/2015,1
4351,1/8/2015,1
4352,1/8/2015,2
4321,1/9/2015,1
4220,1/9/2015,1
3859,1/9/2015,1
4055,1/9/2015,2
3685,1/9/2015,1
3777,1/9/2015,2
3595,1/9/2015,1
4266,1/9/2015,2
3889,1/9/2015,1
4254,1/9/2015,2
3925,1/9/2015,2
3755,1/9/2015,2
4036,1/9/2015,1
3926,1/9/2015,1
3627,1/9/2015,2
4251,1/9/2015,1
3353,1/9/2015,1
4145,1/9/2015,1
4142,1/9/2015,2
3880,1/9/2015,1
4050,1/9/2015,1
3858,1/9/2015,1
3729,1/9/2015,1
3916,1/9/2015,2
3160,1/9/2015,1
4079,1/9/2015,1
3274,1/9/2015,1
3730,1/9/2015,2
3032,1/9/2015,1
4141,1/9/2015,1
4040,1/9/2015,1
3748,1/9/2015,2
2628,1/9/2015,2
3947,1/9/2015,1
3306,1/9/2015,2
2683,1/9/2015,1
3568,1/9/2015,1
3541,1/9/2015,1
3997,1/9/2015,1
3902,1/9/2015,1
2778,1/9/2015,1
3611,1/9/2015,1
3040,1/9/2015,2
2701,1/9/2015,2
3499,1/9/2015,2
3507,1/9/2015,2
3336,1/9/2015,1
3883,1/9/2015,1
2842,1/9/2015,1
3822,1/9/2015,1
3706,1/9/2015,1
2726,1/9/2015,2
3381,1/9/2015,1
3458,1/9/2015,2
3195,1/9/2015,1
3566,1/9/2015,1
2492,1/9/2015,1
3552,1/9/2015,1
3642,1/9/2015,1
2801,1/9/2015,1
3432,1/9/2015,1
3075,1/9/2015,2
2959,1/9/2015,2
2983,1/9/2015,1
1774,1/9/2015,2
3311,1/9/2015,1
3391,1/9/2015,2
2769,1/9/2015,1
3482,1/9/2015,1
3158,1/9/2015,1
2559,1/9/2015,1
3115,1/9/2015,1
1749,1/9/2015,2
3045,1/9/2015,1
3440,1/9/2015,1
2819,1/9/2015,1
4400,1/9/2015,2
4409,1/9/2015,1
2600,1/9/2015,1
2879,1/9/2015,2
1256,1/9/2015,1
3152,1/9/2015,1
2604,1/9/2015,1
2283,1/9/2015,1
2010,1/9/2015,1
2790,1/9/2015,1
2291,1/9/2015,1
2830,1/9/2015,2
1263,1/9/2015,1
3120,1/9/2015,1
