EmployeeId,city,country,state
130,,India,Tamil Nadu
131,new delhi,India,Delhi NCR
132,bikaner,India,Rajasthan
133,cochin,India,Kerala
134,oragadam,India,Tamil Nadu
135,dona paula,India,Goa
136,alwar,India,Rajasthan
137,faizābād,India,Uttar Pradesh
138,allahābād,India,Uttar Pradesh
139,srinagar,India,Jammu & Kashmir
140,kumarakom,India,Kerala
141,paravūr,India,Kerala
142,bangalore,India,Karnataka
143,bilāspur,India,Chhattisgarh
144,kolkata,India,West Bengal
145,faizābād,India,Uttar Pradesh
146,kānpur,India,Uttar Pradesh
147,bathinda,India,Punjab
148,hyderabad,India,Telangana
149,manāli,India,Himachal Pradesh
150,varca,India,Goa
151,madurai,India,Tamil Nadu
152,new delhi,India,Delhi NCR
153,bangalore,India,Karnataka
154,manāli,India,Himachal Pradesh
155,manāli,India,Himachal Pradesh
156,rāmganj mandi,India,Rajasthan
157,chennai,India,Tamil Nadu
158,mandāwa,India,Rajasthan
159,munnar,India,Kerala
160,khilchīpur,India,Rajasthan
161,rāmganj mandi,India,Rajasthan
162,kannur,India,Kerala
163,jaipur,India,Rajasthan
164,bharatpur,India,Rajasthan
165,kannur,India,Kerala
166,shimoga,India,Karnataka
167,kānpur,India,Uttar Pradesh
168,gangtok,India,Sikkim
169,kasol,India,Himachal Pradesh
170,candolim,India,Goa
171,mahabalipuram,India,Tamil Nadu
172,attigundi,India,Karnataka
173,ooty,India,Tamil Nadu
174,ganpatipule,India,Maharashtra
175,new delhi,India,Delhi NCR
176,sahāranpur,India,Uttar Pradesh
177,bathinda,India,Punjab
178,munroe island,India,Kerala
179,jaipur,India,Rajasthan
180,kharadi,India,Maharashtra
181,trivandrum,India,Kerala
182,baga,India,Goa
183,dehradun,India,Uttarakhand
184,thaska mīrānji,India,Punjab
185,virajpet,India,Karnataka
186,benaulim,India,Goa
187,chennai,India,Tamil Nadu
188,manāli,India,Himachal Pradesh
189,nashik,India,Maharashtra
190,chandīgarh,India,Chandigarh
191,kāla,India,Maharashtra
192,calangute,India,Goa
193,chottanikara,India,Kerala
194,srinagar,India,Jammu & Kashmir
195,vapi,India,Gujarat
196,gaya,India,Bihar
197,paravūr,India,Kerala
198,new delhi,India,Delhi NCR
199,patna,India,Bihar
200,uttarkāshi,India,Uttarakhand
201,chennai,India,Tamil Nadu
202,kolhapur,India,Maharashtra
203,gangtok,India,Sikkim
204,subrahmanya,India,Karnataka
205,shillong,India,Meghalaya
206,candolim,India,Goa
207,ahār,India,Rajasthan
208,manāli,India,Himachal Pradesh
209,mandrem,India,Goa
210,jaipur,India,Rajasthan
211,kumarakom,India,Kerala
212,ahār,India,Rajasthan
213,cochin,India,Kerala
214,lavasa,India,Maharashtra
215,mumbai,India,Maharashtra
216,shogi,India,Himachal Pradesh
217,kolhapur,India,Maharashtra
218,benaulim,India,Goa
219,chikalthān,India,Maharashtra
220,shānti niketan,India,West Bengal
221,varkala,India,Kerala
222,varca,India,Goa
223,daman,India,Gujarat
224,varkala,India,Kerala
225,haripūr,India,Himachal Pradesh
226,ooty,India,Tamil Nadu
227,hyderabad,India,Telangana
228,kodaikānāl,India,Tamil Nadu
229,churi jodhān,India,Rajasthan
230,mussoorie,India,Uttarakhand
231,mysore,India,Karnataka
232,patna,India,Bihar
233,kannur,India,Kerala
234,candolim,India,Goa
235,shillong,India,Meghalaya
236,srinagar,India,Jammu & Kashmir
237,guwahati,India,Assam
238,kolkata,India,West Bengal
239,kharadi,India,Maharashtra
240,gangtok,India,Sikkim
241,udaipur,India,Rajasthan
242,varkala,India,Kerala
243,varkala,India,Kerala
244,jaipur,India,Rajasthan
245,jaipur,India,Rajasthan
246,chennai,India,Tamil Nadu
247,chennai,India,Tamil Nadu
248,kodaikānāl,India,Tamil Nadu
249,oragadam,India,Tamil Nadu
250,karjat,India,Maharashtra
251,lucknow,India,Uttar Pradesh
252,bikaner,India,Rajasthan
253,bangalore,India,Karnataka
254,bikaner,India,Rajasthan
255,gurgaon,India,Haryana
256,hyderabad,India,Telangana
257,mumbai,India,Maharashtra
258,varca,India,Goa
259,srinagar,India,Jammu & Kashmir
260,kumarakom,India,Kerala
261,ujjain,India,Madhya Pradesh
262,shogi,India,Himachal Pradesh
263,gūduvāncheri,India,Tamil Nadu
264,khammam,India,Telangana
265,chennai,India,Tamil Nadu
266,ujjain,India,Madhya Pradesh
267,alleppey,India,Kerala
268,varca,India,Goa
269,sātāra,India,Maharashtra
270,meppādi,India,Kerala
271,pune,India,Maharashtra
272,mumbai,India,Maharashtra
273,virajpet,India,Karnataka
274,varca,India,Goa
275,meppādi,India,Kerala
276,bikaner,India,Rajasthan
277,rājpur,India,Uttarakhand
278,bangalore,India,Karnataka
279,belparāo,India,Uttarakhand
280,chennai,India,Tamil Nadu
281,manāli,India,Himachal Pradesh
282,siddapur,India,Karnataka
283,yercaud,India,Tamil Nadu
284,thekkady,India,Kerala
285,faizābād,India,Uttar Pradesh
286,kolkata,India,West Bengal
287,bambolim,India,Goa
288,bangalore,India,Karnataka
289,jaipur,India,Rajasthan
290,new delhi,India,Delhi NCR
291,new delhi,India,Delhi NCR
292,srinagar,India,Jammu & Kashmir
293,shirdi,India,Maharashtra
294,lucknow,India,Uttar Pradesh
295,kolkata,India,West Bengal
296,ganpatipule,India,Maharashtra
297,kalpatta,India,Kerala
298,hyderabad,India,Telangana
299,mussoorie,India,Uttarakhand
300,mumbai,India,Maharashtra
301,kodaikānāl,India,Tamil Nadu
302,bangalore,India,Karnataka
303,kodaikānāl,India,Tamil Nadu
304,madurai,India,Tamil Nadu
305,kodaikānāl,India,Tamil Nadu
306,mumbai,India,Maharashtra
307,jaipur,India,Rajasthan
308,bangalore,India,Karnataka
309,ujjain,India,Madhya Pradesh
310,ujjain,India,Madhya Pradesh
311,shirwal,India,Maharashtra
312,ooty,India,Tamil Nadu
313,churi jodhān,India,Rajasthan
314,somnāth,India,Gujarat
315,trichūr,India,Kerala
316,rājpur,India,Uttarakhand
317,kānpur,India,Uttar Pradesh
318,jaipur,India,Rajasthan
319,siddapur,India,Karnataka
320,baga,India,Goa
321,benaulim,India,Goa
322,shirdi,India,Maharashtra
323,trichūr,India,Kerala
324,new delhi,India,Delhi NCR
325,patna,India,Bihar
326,puri,India,Orissa
327,lavasa,India,Maharashtra
328,rājpur,India,Uttarakhand
329,new delhi,India,Delhi NCR
330,bhīm tāl,India,Uttarakhand
331,palni,India,Tamil Nadu
332,thekkady,India,Kerala
333,alleppey,India,Kerala
334,kumarakom,India,Kerala
335,varanasi,India,Uttar Pradesh
336,amritsar,India,Punjab
337,kannur,India,Kerala
338,pondicherry,India,Pondicherry
339,mahabalipuram,India,Tamil Nadu
340,kolkata,India,West Bengal
341,bambolim,India,Goa
342,alleppey,India,Kerala
343,kolhapur,India,Maharashtra
344,bikaner,India,Rajasthan
345,dona paula,India,Goa
346,baga,India,Goa
347,kālkāji devi,India,Delhi NCR
348,verem,India,Goa
349,varkala,India,Kerala
350,amritsar,India,Punjab
351,guwahati,India,Assam
352,udaipur,India,Rajasthan
353,neemrana,India,Haryana
354,shānti niketan,India,West Bengal
355,bikaner,India,Rajasthan
356,srinagar,India,Jammu & Kashmir
357,chandīgarh,India,Chandigarh
358,calangute,India,Goa
359,kumarakom,India,Kerala
360,jaipur,India,Rajasthan
361,mumbai,India,Maharashtra
362,belparāo,India,Uttarakhand
363,mandrem,India,Goa
364,varkala,India,Kerala
365,shillong,India,Meghalaya
366,kolkata,India,West Bengal
367,bangalore,India,Karnataka
368,gūduvāncheri,India,Tamil Nadu
369,kānpur,India,Uttar Pradesh
370,udaipur,India,Rajasthan
371,guwahati,India,Assam
372,mumbai,India,Maharashtra
373,munroe island,India,Kerala
374,lonavala,India,Maharashtra
375,kodaikānāl,India,Tamil Nadu
376,bikaner,India,Rajasthan
377,chandīgarh,India,Chandigarh
378,new delhi,India,Delhi NCR
379,jaipur,India,Rajasthan
380,shirwal,India,Maharashtra
381,pushkar,India,Rajasthan
382,baga,India,Goa
383,lavasa,India,Maharashtra
384,kumarakom,India,Kerala
385,nāi,India,Rajasthan
386,new delhi,India,Delhi NCR
387,oragadam,India,Tamil Nadu
388,jaipur,India,Rajasthan
389,bangalore,India,Karnataka
390,sātāra,India,Maharashtra
391,srinagar,India,Jammu & Kashmir
392,jaipur,India,Rajasthan
393,siddapur,India,Karnataka
394,nārkanda,India,Himachal Pradesh
395,kumarakom,India,Kerala
396,chennai,India,Tamil Nadu
397,chennai,India,Tamil Nadu
398,alleppey,India,Kerala
399,patna,India,Bihar
400,palakkad,India,Kerala
401,faridabad,India,Haryana
402,ahār,India,Rajasthan
403,attigundi,India,Karnataka
404,lansdowne,India,Uttarakhand
405,nārkanda,India,Himachal Pradesh
406,canacona,India,Goa
407,mararikulam,India,Kerala
408,mumbai,India,Maharashtra
409,belparāo,India,Uttarakhand
410,virajpet,India,Karnataka
411,gwalior,India,Madhya Pradesh
412,palakkad,India,Kerala
413,nerul,India,Goa
414,gūduvāncheri,India,Tamil Nadu
415,new delhi,India,Delhi NCR
416,bodh gaya,India,Bihar
417,bangalore,India,Karnataka
418,kānpur,India,Uttar Pradesh
419,khammam,India,Telangana
420,lucknow,India,Uttar Pradesh
421,bikaner,India,Rajasthan
422,new delhi,India,Delhi NCR
423,thekkady,India,Kerala
424,kattappana,India,Kerala
425,kodaikānāl,India,Tamil Nadu
426,verem,India,Goa
427,cochin,India,Kerala
428,mapusa,India,Goa
429,chennai,India,Tamil Nadu
430,shirdi,India,Maharashtra
431,ooty,India,Tamil Nadu
432,gangtok,India,Sikkim
433,kodaikānāl,India,Tamil Nadu
434,srinagar,India,Jammu & Kashmir
435,new delhi,India,Delhi NCR
436,ajmer,India,Rajasthan
437,kumarakom,India,Kerala
438,thekkady,India,Kerala
439,chandīgarh,India,Chandigarh
440,chennai,India,Tamil Nadu
441,calangute,India,Goa
442,kattappana,India,Kerala
443,faridabad,India,Haryana
444,ooty,India,Tamil Nadu
445,new delhi,India,Delhi NCR
446,vandiperiyār,India,Kerala
447,thaska mīrānji,India,Punjab
448,benaulim,India,Goa
449,nāthdwāra,India,Rajasthan
450,mussoorie,India,Uttarakhand
451,kodaikānāl,India,Tamil Nadu
452,tiruchengodu,India,Tamil Nadu
453,varca,India,Goa
454,nāthdwāra,India,Rajasthan
455,jaisalmer,India,Rajasthan
456,pune,India,Maharashtra
457,bangalore,India,Karnataka
458,cochin,India,Kerala
459,kūmudi,India,Kerala
460,churi jodhān,India,Rajasthan
461,alleppey,India,Kerala
462,sīkar,India,Rajasthan
463,benaulim,India,Goa
464,virajpet,India,Karnataka
465,chennai,India,Tamil Nadu
466,new delhi,India,Delhi NCR
467,palakkad,India,Kerala
468,palni,India,Tamil Nadu
469,bikaner,India,Rajasthan
470,pushkar,India,Rajasthan
471,shimoga,India,Karnataka
472,gangānagar,India,Rajasthan
473,mararikulam,India,Kerala
474,benaulim,India,Goa
475,kumarakom,India,Kerala
476,nāgaon,India,Maharashtra
477,baga,India,Goa
478,chennai,India,Tamil Nadu
479,rinchingpong,India,Sikkim
480,mahabalipuram,India,Tamil Nadu
481,guwahati,India,Assam
482,chennai,India,Tamil Nadu
483,bangalore,India,Karnataka
484,udaipur,India,Rajasthan
485,kodaikānāl,India,Tamil Nadu
486,mumbai,India,Maharashtra
487,varkala,India,Kerala
488,bathinda,India,Punjab
489,shirdi,India,Maharashtra
490,hyderabad,India,Telangana
491,khilchīpur,India,Rajasthan
492,shogi,India,Himachal Pradesh
493,tughlakābād,India,Delhi NCR
494,nāgaon,India,Maharashtra
495,mātherān,India,Maharashtra
496,rhenok,India,Sikkim
497,guwahati,India,Assam
498,yelahanka,India,Karnataka
499,bodh gaya,India,Bihar
500,cochin,India,Kerala
501,kolkata,India,West Bengal
502,khammam,India,Telangana
503,arpora,India,Goa
504,kākināda,India,Andhra Pradesh
505,rājpur,India,Uttarakhand
506,sūrat,India,Gujarat
507,calangute,India,Goa
508,bhopal,India,Madhya Pradesh
509,jālna,India,Maharashtra
510,gūduvāncheri,India,Tamil Nadu
511,pachmarhī,India,Madhya Pradesh
512,guruvāyūr,India,Kerala
513,new delhi,India,Delhi NCR
514,lucknow,India,Uttar Pradesh
515,ajmer,India,Rajasthan
516,kolkata,India,West Bengal
517,haddo,India,Andaman and Nicobar
518,mararikulam,India,Kerala
519,candolim,India,Goa
520,subrahmanya,India,Karnataka
521,khajurāho,India,Madhya Pradesh
522,mangalore,India,Karnataka
523,bangalore,India,Karnataka
524,udaipur,India,Rajasthan
525,haidar sāhibgūda,India,Telangana
526,alleppey,India,Kerala
527,mumbai,India,Maharashtra
528,ahmedabad,India,Gujarat
529,gurgaon,India,Haryana
530,pondicherry,India,Pondicherry
531,mandrem,India,Goa
532,kolhapur,India,Maharashtra
533,jaipur,India,Rajasthan
534,shillong,India,Meghalaya
535,pondicherry,India,Pondicherry
536,benaulim,India,Goa
537,shillong,India,Meghalaya
538,arpora,India,Goa
539,candolim,India,Goa
540,kottayam,India,Kerala
541,lavasa,India,Maharashtra
542,dehradun,India,Uttarakhand
543,rājpur,India,Uttarakhand
544,jaipur,India,Rajasthan
545,lavasa,India,Maharashtra
546,masinagudi,India,Karnataka
547,mumbai,India,Maharashtra
548,kākināda,India,Andhra Pradesh
549,candolim,India,Goa
550,rhenok,India,Sikkim
551,alleppey,India,Kerala
552,udaipur,India,Rajasthan
553,candolim,India,Goa
554,bhopal,India,Madhya Pradesh
555,khajurāho,India,Madhya Pradesh
556,mysore,India,Karnataka
557,chennai,India,Tamil Nadu
558,shillong,India,Meghalaya
559,nandi,India,Karnataka
560,mumbai,India,Maharashtra
561,kolkata,India,West Bengal
562,neemrana,India,Haryana
563,shogi,India,Himachal Pradesh
564,dehradun,India,Uttarakhand
565,mohwa kalan,India,Rajasthan
566,kākināda,India,Andhra Pradesh
567,cochin,India,Kerala
568,guruvāyūr,India,Kerala
569,calangute,India,Goa
570,bikaner,India,Rajasthan
571,srinagar,India,Jammu & Kashmir
572,shogi,India,Himachal Pradesh
573,puttūr,India,Andhra Pradesh
574,calangute,India,Goa
575,srinagar,India,Jammu & Kashmir
576,rājpur,India,Uttarakhand
577,mysore,India,Karnataka
578,kalpatta,India,Kerala
579,lokpāl,India,Uttarakhand
580,chennai,India,Tamil Nadu
581,alleppey,India,Kerala
582,verem,India,Goa
583,sūrat,India,Gujarat
584,mysore,India,Karnataka
585,srinagar,India,Jammu & Kashmir
586,calangute,India,Goa
587,alleppey,India,Kerala
588,srinagar,India,Jammu & Kashmir
589,gokarna,India,Karnataka
590,mumbai,India,Maharashtra
591,pune,India,Maharashtra
592,candolim,India,Goa
593,mysore,India,Karnataka
594,siolim,India,Goa
595,subrahmanya,India,Karnataka
596,bikaner,India,Rajasthan
597,varanasi,India,Uttar Pradesh
598,jahāngir,India,Punjab
599,kodaikānāl,India,Tamil Nadu
600,manāli,India,Himachal Pradesh
601,bhubaneshwar,India,Orissa
602,daman,India,Gujarat
603,bhurtuk,India,Sikkim
604,bangalore,India,Karnataka
605,mapusa,India,Goa
606,jammu,India,Jammu & Kashmir
607,dharamshala,India,Himachal Pradesh
608,coimbatore,India,Tamil Nadu
609,lonavala,India,Maharashtra
610,vadodara,India,Gujarat
611,alleppey,India,Kerala
612,bhopal,India,Madhya Pradesh
613,jaipur,India,Rajasthan
614,chandīgarh,India,Chandigarh
615,kasauli,India,Himachal Pradesh
616,kolkata,India,West Bengal
617,udaipur,India,Rajasthan
618,tapovan,India,Uttarakhand
619,jammu,India,Jammu & Kashmir
620,bambolim,India,Goa
621,alleppey,India,Kerala
622,chennai,India,Tamil Nadu
623,siolim,India,Goa
624,candolim,India,Goa
625,tiruchchirāppalli,India,Tamil Nadu
626,vadodara,India,Gujarat
627,kolkata,India,West Bengal
628,ghaziabad,India,Uttar Pradesh
629,dharamshala,India,Himachal Pradesh
630,darjeeling,India,West Bengal
631,jaipur,India,Rajasthan
632,jodhpur,India,Rajasthan
633,bajaura,India,Himachal Pradesh
634,ahmedabad,India,Gujarat
635,new delhi,India,Delhi NCR
636,candolim,India,Goa
637,jaipur,India,Rajasthan
638,dalhousie,India,Himachal Pradesh
639,varanasi,India,Uttar Pradesh
640,mussoorie,India,Uttarakhand
641,udaipur,India,Rajasthan
642,jaipur,India,Rajasthan
643,mysore,India,Karnataka
644,shillong,India,Meghalaya
645,pushkar,India,Rajasthan
646,nagpur,India,Maharashtra
647,jaipur,India,Rajasthan
648,ahmedabad,India,Gujarat
649,chennai,India,Tamil Nadu
650,srinagar,India,Jammu & Kashmir
651,masinagudi,India,Karnataka
652,darjeeling,India,West Bengal
653,tiruchchirāppalli,India,Tamil Nadu
654,shivpuri,India,Uttarakhand
655,new delhi,India,Delhi NCR
656,ahmedabad,India,Gujarat
657,chinnakanal,India,Kerala
658,jamshedpur,India,Jharkhand
659,ahmedabad,India,Gujarat
660,gangtok,India,Sikkim
661,pushkar,India,Rajasthan
662,varkala,India,Kerala
663,jaisalmer,India,Rajasthan
664,darjeeling,India,West Bengal
665,rishīkesh,India,Uttarakhand
666,mapusa,India,Goa
667,dehradun,India,Uttarakhand
668,indirapuram,India,Delhi NCR
669,gangtok,India,Sikkim
670,gurgaon,India,Haryana
671,kanatal,India,Uttarakhand
672,srinagar,India,Jammu & Kashmir
673,mussoorie,India,Uttarakhand
674,new delhi,India,Delhi NCR
675,panaji,India,Goa
676,jaipur,India,Rajasthan
677,gangtok,India,Sikkim
678,greater noida,India,Uttar Pradesh
679,dalhousie,India,Himachal Pradesh
680,visakhapatnam,India,Andhra Pradesh
681,nagpur,India,Maharashtra
682,calangute,India,Goa
683,nīleshwar,India,Kerala
684,bhubaneshwar,India,Orissa
685,noida,India,Uttar Pradesh
686,alleppey,India,Kerala
687,agra,India,Uttar Pradesh
688,varanasi,India,Uttar Pradesh
689,new delhi,India,Delhi NCR
690,nagpur,India,Maharashtra
691,jodhpur,India,Rajasthan
692,bangalore,India,Karnataka
693,pūrnānkuppam,India,Tamil Nadu
694,devanhalli,India,Karnataka
695,noida,India,Uttar Pradesh
696,kapkot,India,Uttarakhand
697,srinagar,India,Jammu & Kashmir
698,munnar,India,Kerala
699,mangalore,India,Karnataka
700,nīleshwar,India,Kerala
701,haridwār,India,Uttarakhand
702,chennai,India,Tamil Nadu
703,new delhi,India,Delhi NCR
704,vadodara,India,Gujarat
705,chennai,India,Tamil Nadu
706,ganpatipule,India,Maharashtra
707,masinagudi,India,Karnataka
708,nagpur,India,Maharashtra
709,shimla,India,Himachal Pradesh
710,kolkata,India,West Bengal
711,bhubaneshwar,India,Orissa
712,noida,India,Uttar Pradesh
713,chennai,India,Tamil Nadu
714,daman,India,Gujarat
715,bhubaneshwar,India,Orissa
716,darjeeling,India,West Bengal
717,nagpur,India,Maharashtra
718,dehradun,India,Uttarakhand
719,dehradun,India,Uttarakhand
720,navi mumbai,India,Maharashtra
721,bangalore,India,Karnataka
722,nagpur,India,Maharashtra
723,rishīkesh,India,Uttarakhand
724,mumbai,India,Maharashtra
725,ahmedabad,India,Gujarat
726,puri,India,Orissa
727,srinagar,India,Jammu & Kashmir
728,kumbhalgarh,India,Rajasthan
729,bhubaneshwar,India,Orissa
730,indirapuram,India,Delhi NCR
731,ganpatipule,India,Maharashtra
732,dehradun,India,Uttarakhand
733,dharamshala,India,Himachal Pradesh
734,kolkata,India,West Bengal
735,dehradun,India,Uttarakhand
736,jaisalmer,India,Rajasthan
737,pondicherry,India,Pondicherry
738,lonavala,India,Maharashtra
739,new delhi,India,Delhi NCR
740,dehradun,India,Uttarakhand
741,thekkady,India,Kerala
742,rishīkesh,India,Uttarakhand
743,mājra,India,Uttarakhand
744,new delhi,India,Delhi NCR
745,mapusa,India,Goa
746,bangalore,India,Karnataka
747,mahābaleshwar,India,Maharashtra
748,būndi,India,Rajasthan
749,chennai,India,Tamil Nadu
750,mussoorie,India,Uttarakhand
751,dharamshala,India,Himachal Pradesh
752,pushkar,India,Rajasthan
753,udaipur,India,Rajasthan
754,mcleod ganj,India,Himachal Pradesh
755,agra,India,Uttar Pradesh
756,dalhousie,India,Himachal Pradesh
757,ramakkalmedu,India,
758,aurangabad,India,Maharashtra
759,mysore,India,Karnataka
760,kolkata,India,West Bengal
761,vagator,India,Goa
762,cochin,India,Kerala
763,srinagar,India,Jammu & Kashmir
764,haridwār,India,Uttarakhand
765,rishīkesh,India,Uttarakhand
766,nagpur,India,Maharashtra
767,palolem,India,Goa
768,betalbatim,India,Goa
769,pune,India,Maharashtra
770,palolem,India,Goa
771,udaipur,India,Rajasthan
772,bangalore,India,Karnataka
773,new delhi,India,Delhi NCR
774,ooty,India,Tamil Nadu
775,pushkar,India,Rajasthan
776,cuttack,India,Orissa
777,hisār,India,Haryana
778,mysore,India,Karnataka
779,varca,India,Goa
780,ganpatipule,India,Maharashtra
781,ahmedabad,India,Gujarat
782,jaipur,India,Rajasthan
783,shimla,India,Himachal Pradesh
784,varkala,India,Kerala
785,candolim,India,Goa
786,srinagar,India,Jammu & Kashmir
787,mussoorie,India,Uttarakhand
788,dharamshala,India,Himachal Pradesh
789,haridwār,India,Uttarakhand
790,udaipur,India,Rajasthan
791,coimbatore,India,Tamil Nadu
792,pūrnānkuppam,India,Tamil Nadu
793,cochin,India,Kerala
794,jaisalmer,India,Rajasthan
795,jaipur,India,Rajasthan
796,jaipur,India,Rajasthan
797,jhālāmand,India,Rajasthan
798,lucknow,India,Uttar Pradesh
799,dharamshala,India,Himachal Pradesh
800,vadodara,India,Gujarat
801,kumbhalgarh,India,Rajasthan
802,darjeeling,India,West Bengal
803,dalhousie,India,Himachal Pradesh
804,mumbai,India,Maharashtra
805,new delhi,India,Delhi NCR
806,kolkata,India,West Bengal
807,kumbhalgarh,India,Rajasthan
808,mājra,India,Uttarakhand
809,jaipur,India,Rajasthan
810,rishīkesh,India,Uttarakhand
811,nagpur,India,Maharashtra
812,hyderabad,India,Telangana
813,haridwār,India,Uttarakhand
814,greater noida,India,Uttar Pradesh
815,kolkata,India,West Bengal
816,ghaziabad,India,Uttar Pradesh
817,shivpuri,India,Uttarakhand
818,dehradun,India,Uttarakhand
819,panaji,India,Goa
820,visakhapatnam,India,Andhra Pradesh
821,bhubaneshwar,India,Orissa
822,new delhi,India,Delhi NCR
823,jaipur,India,Rajasthan
824,srinagar,India,Jammu & Kashmir
825,mājra,India,Uttarakhand
826,rishīkesh,India,Uttarakhand
827,manāli,India,Himachal Pradesh
828,dhānd,India,Rajasthan
829,vagator,India,Goa
830,kandāghāt,India,Himachal Pradesh
831,dehradun,India,Uttarakhand
832,dehradun,India,Uttarakhand
833,nagpur,India,Maharashtra
834,ghaziabad,India,Uttar Pradesh
835,ahmedabad,India,Gujarat
836,jaisalmer,India,Rajasthan
837,shirdi,India,Maharashtra
838,ghaziabad,India,Uttar Pradesh
839,shimla,India,Himachal Pradesh
840,aurangabad,India,Maharashtra
841,ahmedabad,India,Gujarat
842,pondicherry,India,Pondicherry
843,new delhi,India,Delhi NCR
844,mussoorie,India,Uttarakhand
845,new delhi,India,Delhi NCR
846,jaisalmer,India,Rajasthan
847,nagchala,India,Himachal Pradesh
848,pondicherry,India,Pondicherry
849,haridwār,India,Uttarakhand
850,new delhi,India,Delhi NCR
851,baga,India,Goa
852,dehradun,India,Uttarakhand
853,jaisalmer,India,Rajasthan
854,jhālāmand,India,Rajasthan
855,vālpārai,India,Tamil Nadu
856,new delhi,India,Delhi NCR
857,kolkata,India,West Bengal
858,vadodara,India,Gujarat
859,jaipur,India,Rajasthan
860,dharamshala,India,Himachal Pradesh
861,shillong,India,Meghalaya
